ID;NomePaciente;MedicoId;CartaoSus;CPF;dataNascimento;Escolaridade;Telefone;Email;DataRequisicao;Especialidade;Senha;Gravidade;Idade;TempoEsperaSemanas;Score;CreatedAt;UpdatedAt;Prioridade
45335;Paciente5326;af4bdea0-27fc-423e-8a62-24e6c1c7e600;5336;CPFPaciente5326;2007-11-24;Escolaridade5326;Telefone5326;Email5326@example.com;2009-04-25;Especialidade5326;$2a$15326$beV5326g35326xTr5hcHE5326AmydX.3mX5326WmG4hb/GxTM85326/YktkxJZ.UwpaS5326;3;76;2;23;2023-11-24T22:38:10.992650500;2023-11-24T22:38:10.992650500;90
1490;Paciente9921;e31e3008-f91e-4f81-a2a9-268869ffdabe;9931;CPFPaciente9921;2002-11-24;Escolaridade9921;Telefone9921;Email9921@example.com;1996-09-25;Especialidade9921;$2a$19921$beV9921g39921xTr5hcHE9921AmydX.3mX9921WmG4hb/GxTM89921/YktkxJZ.UwpaS9921;3;75;8;18;2023-11-24T22:38:11.053221500;2023-11-24T22:38:11.053221500;90
85589;Paciente7570;79ad7236-babd-416d-8870-e1367aca56b5;7580;CPFPaciente7570;2013-11-24;Escolaridade7570;Telefone7570;Email7570@example.com;2003-03-04;Especialidade7570;$2a$17570$beV7570g37570xTr5hcHE7570AmydX.3mX7570WmG4hb/GxTM87570/YktkxJZ.UwpaS7570;3;71;7;43;2023-11-24T22:38:11.022751300;2023-11-24T22:38:11.022751300;90
16581;Paciente4939;633a0d29-ea0e-46c7-831b-d5683475764c;4949;CPFPaciente4939;2004-11-24;Escolaridade4939;Telefone4939;Email4939@example.com;2010-05-17;Especialidade4939;$2a$14939$beV4939g34939xTr5hcHE4939AmydX.3mX4939WmG4hb/GxTM84939/YktkxJZ.UwpaS4939;1;70;8;36;2023-11-24T22:38:10.983651500;2023-11-24T22:38:10.983651500;90
93253;Paciente8985;a1f768bd-16fc-4df8-825b-f90449255e09;8995;CPFPaciente8985;2008-11-24;Escolaridade8985;Telefone8985;Email8985@example.com;1999-04-19;Especialidade8985;$2a$18985$beV8985g38985xTr5hcHE8985AmydX.3mX8985WmG4hb/GxTM88985/YktkxJZ.UwpaS8985;2;69;7;91;2023-11-24T22:38:11.041207600;2023-11-24T22:38:11.041207600;90
72856;Paciente6107;9611ec1e-65f2-4325-8e36-f7760ebd23af;6117;CPFPaciente6107;2006-11-24;Escolaridade6107;Telefone6107;Email6107@example.com;2007-03-06;Especialidade6107;$2a$16107$beV6107g36107xTr5hcHE6107AmydX.3mX6107WmG4hb/GxTM86107/YktkxJZ.UwpaS6107;1;68;9;92;2023-11-24T22:38:11.001650800;2023-11-24T22:38:11.001650800;90
50229;Paciente1185;1e6438aa-cc3c-430a-af87-f3a2b078b4c4;1195;CPFPaciente1185;2008-11-24;Escolaridade1185;Telefone1185;Email1185@example.com;2020-08-26;Especialidade1185;$2a$11185$beV1185g31185xTr5hcHE1185AmydX.3mX1185WmG4hb/GxTM81185/YktkxJZ.UwpaS1185;2;65;2;29;2023-11-24T22:38:10.890996500;2023-11-24T22:38:10.890996500;90
37411;Paciente9164;c033bc15-4370-4d49-9dd1-802a0fa93197;9174;CPFPaciente9164;2009-11-24;Escolaridade9164;Telefone9164;Email9164@example.com;1998-10-22;Especialidade9164;$2a$19164$beV9164g39164xTr5hcHE9164AmydX.3mX9164WmG4hb/GxTM89164/YktkxJZ.UwpaS9164;2;64;8;40;2023-11-24T22:38:11.043222300;2023-11-24T22:38:11.043222300;90
3870;Paciente8516;46f4d1aa-277a-4b88-ae7f-36f6616e2876;8526;CPFPaciente8516;1997-11-24;Escolaridade8516;Telefone8516;Email8516@example.com;2000-07-31;Especialidade8516;$2a$18516$beV8516g38516xTr5hcHE8516AmydX.3mX8516WmG4hb/GxTM88516/YktkxJZ.UwpaS8516;3;63;4;53;2023-11-24T22:38:11.033660900;2023-11-24T22:38:11.033660900;90
61175;Paciente198;56fde2ed-0c62-4bce-bddd-28cb759c897a;208;CPFPaciente198;2005-11-24;Escolaridade198;Telefone198;Email198@example.com;2023-05-10;Especialidade198;$2a$1198$beV198g3198xTr5hcHE198AmydX.3mX198WmG4hb/GxTM8198/YktkxJZ.UwpaS198;1;63;2;62;2023-11-24T22:38:10.815379800;2023-11-24T22:38:10.815379800;90
994;Paciente6008;d8f47df1-318a-4ebc-b84b-9902c5de8154;6018;CPFPaciente6008;2015-11-24;Escolaridade6008;Telefone6008;Email6008@example.com;2007-06-13;Especialidade6008;$2a$16008$beV6008g36008xTr5hcHE6008AmydX.3mX6008WmG4hb/GxTM86008/YktkxJZ.UwpaS6008;2;63;2;60;2023-11-24T22:38:11.000651300;2023-11-24T22:38:11.000651300;90
96409;Paciente565;abffed07-d4ca-4c4c-b4cc-1dc3a7aab515;575;CPFPaciente565;1998-11-24;Escolaridade565;Telefone565;Email565@example.com;2022-05-08;Especialidade565;$2a$1565$beV565g3565xTr5hcHE565AmydX.3mX565WmG4hb/GxTM8565/YktkxJZ.UwpaS565;1;60;3;89;2023-11-24T22:38:10.845987900;2023-11-24T22:38:10.845987900;90
565;Paciente8686;724c48f1-db53-4917-8271-408157b347c3;8696;CPFPaciente8686;2007-11-24;Escolaridade8686;Telefone8686;Email8686@example.com;2000-02-12;Especialidade8686;$2a$18686$beV8686g38686xTr5hcHE8686AmydX.3mX8686WmG4hb/GxTM88686/YktkxJZ.UwpaS8686;2;59;8;42;2023-11-24T22:38:11.035662;2023-11-24T22:38:11.035662;90
26605;Paciente8201;325898b0-1a44-46fb-95b5-a09a97972572;8211;CPFPaciente8201;2012-11-24;Escolaridade8201;Telefone8201;Email8201@example.com;2001-06-11;Especialidade8201;$2a$18201$beV8201g38201xTr5hcHE8201AmydX.3mX8201WmG4hb/GxTM88201/YktkxJZ.UwpaS8201;2;58;9;9;2023-11-24T22:38:11.030661100;2023-11-24T22:38:11.030661100;90
92500;Paciente7943;952e9229-4071-4fe3-9199-aa6a0fa701d7;7953;CPFPaciente7943;2000-11-24;Escolaridade7943;Telefone7943;Email7943@example.com;2002-02-24;Especialidade7943;$2a$17943$beV7943g37943xTr5hcHE7943AmydX.3mX7943WmG4hb/GxTM87943/YktkxJZ.UwpaS7943;1;57;8;14;2023-11-24T22:38:11.027660500;2023-11-24T22:38:11.027660500;90
95253;Paciente1721;545f7b9e-232b-499b-bc43-31947b702ed6;1731;CPFPaciente1721;2012-11-24;Escolaridade1721;Telefone1721;Email1721@example.com;2019-03-09;Especialidade1721;$2a$11721$beV1721g31721xTr5hcHE1721AmydX.3mX1721WmG4hb/GxTM81721/YktkxJZ.UwpaS1721;1;56;6;66;2023-11-24T22:38:10.913988900;2023-11-24T22:38:10.913988900;90
40646;Paciente7597;533b93eb-4d4b-4030-8b7b-c007f8820702;7607;CPFPaciente7597;2016-11-24;Escolaridade7597;Telefone7597;Email7597@example.com;2003-02-05;Especialidade7597;$2a$17597$beV7597g37597xTr5hcHE7597AmydX.3mX7597WmG4hb/GxTM87597/YktkxJZ.UwpaS7597;1;56;9;91;2023-11-24T22:38:11.023716300;2023-11-24T22:38:11.023716300;90
9032;Paciente3608;8951b3eb-b36d-45d4-9a8c-525346e94608;3618;CPFPaciente3608;2015-11-24;Escolaridade3608;Telefone3608;Email3608@example.com;2014-01-07;Especialidade3608;$2a$13608$beV3608g33608xTr5hcHE3608AmydX.3mX3608WmG4hb/GxTM83608/YktkxJZ.UwpaS3608;3;54;6;16;2023-11-24T22:38:10.963650400;2023-11-24T22:38:10.963650400;90
46325;Paciente9935;a29fb8f6-7232-4ae0-8848-84976850ba1c;9945;CPFPaciente9935;2018-11-24;Escolaridade9935;Telefone9935;Email9935@example.com;1996-09-11;Especialidade9935;$2a$19935$beV9935g39935xTr5hcHE9935AmydX.3mX9935WmG4hb/GxTM89935/YktkxJZ.UwpaS9935;2;53;9;58;2023-11-24T22:38:11.053221500;2023-11-24T22:38:11.053221500;90
93719;Paciente1943;34cefae6-4658-424f-9b47-0ef9e10b27b3;1953;CPFPaciente1943;2000-11-24;Escolaridade1943;Telefone1943;Email1943@example.com;2018-07-30;Especialidade1943;$2a$11943$beV1943g31943xTr5hcHE1943AmydX.3mX1943WmG4hb/GxTM81943/YktkxJZ.UwpaS1943;3;52;7;8;2023-11-24T22:38:10.922987500;2023-11-24T22:38:10.922987500;90
59376;Paciente7560;19ed9597-3f05-4ad3-bdd7-9bb43c611542;7570;CPFPaciente7560;2023-11-24;Escolaridade7560;Telefone7560;Email7560@example.com;2003-03-14;Especialidade7560;$2a$17560$beV7560g37560xTr5hcHE7560AmydX.3mX7560WmG4hb/GxTM87560/YktkxJZ.UwpaS7560;3;52;2;55;2023-11-24T22:38:11.021653;2023-11-24T22:38:11.021653;90
97048;Paciente8438;6763e527-ff31-4551-b597-89acc6590fe9;8448;CPFPaciente8438;2015-11-24;Escolaridade8438;Telefone8438;Email8438@example.com;2000-10-17;Especialidade8438;$2a$18438$beV8438g38438xTr5hcHE8438AmydX.3mX8438WmG4hb/GxTM88438/YktkxJZ.UwpaS8438;3;50;8;99;2023-11-24T22:38:11.032662400;2023-11-24T22:38:11.032662400;90
96180;Paciente9247;54697cf2-e0cc-4cfb-8f59-0da461184ae4;9257;CPFPaciente9247;2016-11-24;Escolaridade9247;Telefone9247;Email9247@example.com;1998-07-31;Especialidade9247;$2a$19247$beV9247g39247xTr5hcHE9247AmydX.3mX9247WmG4hb/GxTM89247/YktkxJZ.UwpaS9247;3;45;7;28;2023-11-24T22:38:11.044221400;2023-11-24T22:38:11.044221400;90
72765;Paciente5732;1ede6aa0-c696-499e-b0a7-14a16f00a137;5742;CPFPaciente5732;2021-11-24;Escolaridade5732;Telefone5732;Email5732@example.com;2008-03-15;Especialidade5732;$2a$15732$beV5732g35732xTr5hcHE5732AmydX.3mX5732WmG4hb/GxTM85732/YktkxJZ.UwpaS5732;1;45;9;38;2023-11-24T22:38:10.997649800;2023-11-24T22:38:10.997649800;90
5409;Paciente5492;4d6d61c5-e002-494a-9da7-ebab86814c16;5502;CPFPaciente5492;2021-11-24;Escolaridade5492;Telefone5492;Email5492@example.com;2008-11-10;Especialidade5492;$2a$15492$beV5492g35492xTr5hcHE5492AmydX.3mX5492WmG4hb/GxTM85492/YktkxJZ.UwpaS5492;1;44;3;12;2023-11-24T22:38:10.994652200;2023-11-24T22:38:10.994652200;90
2784;Paciente106;0e246ac7-2870-414c-b3c0-f1754466f14e;116;CPFPaciente106;2007-11-24;Escolaridade106;Telefone106;Email106@example.com;2023-08-10;Especialidade106;$2a$1106$beV106g3106xTr5hcHE106AmydX.3mX106WmG4hb/GxTM8106/YktkxJZ.UwpaS106;3;43;3;31;2023-11-24T22:38:10.802378800;2023-11-24T22:38:10.802378800;90
82350;Paciente4732;c7a46274-4c7f-4e21-89c3-9a38fe4a027c;4742;CPFPaciente4732;2001-11-24;Escolaridade4732;Telefone4732;Email4732@example.com;2010-12-10;Especialidade4732;$2a$14732$beV4732g34732xTr5hcHE4732AmydX.3mX4732WmG4hb/GxTM84732/YktkxJZ.UwpaS4732;2;42;7;74;2023-11-24T22:38:10.980652100;2023-11-24T22:38:10.980652100;90
3994;Paciente8444;b029dd0d-51b0-4e47-b5cc-f55248b71354;8454;CPFPaciente8444;2009-11-24;Escolaridade8444;Telefone8444;Email8444@example.com;2000-10-11;Especialidade8444;$2a$18444$beV8444g38444xTr5hcHE8444AmydX.3mX8444WmG4hb/GxTM88444/YktkxJZ.UwpaS8444;2;42;2;8;2023-11-24T22:38:11.033660900;2023-11-24T22:38:11.033660900;90
57235;Paciente3094;2aa4220d-5f37-4f22-8692-8608eee8c156;3104;CPFPaciente3094;2019-11-24;Escolaridade3094;Telefone3094;Email3094@example.com;2015-06-05;Especialidade3094;$2a$13094$beV3094g33094xTr5hcHE3094AmydX.3mX3094WmG4hb/GxTM83094/YktkxJZ.UwpaS3094;2;41;8;6;2023-11-24T22:38:10.956704800;2023-11-24T22:38:10.956704800;90
33315;Paciente8081;1b130d18-06a4-41b1-b95f-d24ea2251cf2;8091;CPFPaciente8081;2012-11-24;Escolaridade8081;Telefone8081;Email8081@example.com;2001-10-09;Especialidade8081;$2a$18081$beV8081g38081xTr5hcHE8081AmydX.3mX8081WmG4hb/GxTM88081/YktkxJZ.UwpaS8081;2;40;5;12;2023-11-24T22:38:11.029663300;2023-11-24T22:38:11.029663300;90
50865;Paciente3827;fe12d07d-2a59-4432-ae97-1c57370ea349;3837;CPFPaciente3827;2006-11-24;Escolaridade3827;Telefone3827;Email3827@example.com;2013-06-02;Especialidade3827;$2a$13827$beV3827g33827xTr5hcHE3827AmydX.3mX3827WmG4hb/GxTM83827/YktkxJZ.UwpaS3827;3;40;5;22;2023-11-24T22:38:10.966654200;2023-11-24T22:38:10.966654200;90
1131;Paciente3951;d4287f72-83e1-469e-a071-740af3b85896;3961;CPFPaciente3951;2002-11-24;Escolaridade3951;Telefone3951;Email3951@example.com;2013-01-29;Especialidade3951;$2a$13951$beV3951g33951xTr5hcHE3951AmydX.3mX3951WmG4hb/GxTM83951/YktkxJZ.UwpaS3951;3;38;7;14;2023-11-24T22:38:10.967653100;2023-11-24T22:38:10.967653100;90
53475;Paciente2382;4a6a7033-1420-4749-93d2-6dc128f43529;2392;CPFPaciente2382;2011-11-24;Escolaridade2382;Telefone2382;Email2382@example.com;2017-05-17;Especialidade2382;$2a$12382$beV2382g32382xTr5hcHE2382AmydX.3mX2382WmG4hb/GxTM82382/YktkxJZ.UwpaS2382;2;37;8;31;2023-11-24T22:38:10.935998500;2023-11-24T22:38:10.935998500;90
84949;Paciente4978;229a0960-e1b7-43df-a049-263e3151ee19;4988;CPFPaciente4978;1995-11-24;Escolaridade4978;Telefone4978;Email4978@example.com;2010-04-08;Especialidade4978;$2a$14978$beV4978g34978xTr5hcHE4978AmydX.3mX4978WmG4hb/GxTM84978/YktkxJZ.UwpaS4978;3;37;6;40;2023-11-24T22:38:10.984651700;2023-11-24T22:38:10.984651700;90
82970;Paciente719;1391dfd8-9127-48cf-a35d-b6e862678048;729;CPFPaciente719;1994-11-24;Escolaridade719;Telefone719;Email719@example.com;2021-12-05;Especialidade719;$2a$1719$beV719g3719xTr5hcHE719AmydX.3mX719WmG4hb/GxTM8719/YktkxJZ.UwpaS719;2;35;5;89;2023-11-24T22:38:10.852990500;2023-11-24T22:38:10.852990500;90
73717;Paciente609;f2eed8c9-765a-4391-8c02-80279dfe6403;619;CPFPaciente609;2014-11-24;Escolaridade609;Telefone609;Email609@example.com;2022-03-25;Especialidade609;$2a$1609$beV609g3609xTr5hcHE609AmydX.3mX609WmG4hb/GxTM8609/YktkxJZ.UwpaS609;2;34;8;12;2023-11-24T22:38:10.847987300;2023-11-24T22:38:10.847987300;90
7831;Paciente3147;81237647-c862-4f9a-a49d-14eb4a724ddc;3157;CPFPaciente3147;1996-11-24;Escolaridade3147;Telefone3147;Email3147@example.com;2015-04-13;Especialidade3147;$2a$13147$beV3147g33147xTr5hcHE3147AmydX.3mX3147WmG4hb/GxTM83147/YktkxJZ.UwpaS3147;3;34;5;63;2023-11-24T22:38:10.957654700;2023-11-24T22:38:10.957654700;90
69404;Paciente8557;8638ca22-7ebf-479d-a4ee-acee91836e3b;8567;CPFPaciente8557;2016-11-24;Escolaridade8557;Telefone8557;Email8557@example.com;2000-06-20;Especialidade8557;$2a$18557$beV8557g38557xTr5hcHE8557AmydX.3mX8557WmG4hb/GxTM88557/YktkxJZ.UwpaS8557;1;26;4;47;2023-11-24T22:38:11.034663;2023-11-24T22:38:11.034663;90
80812;Paciente6958;8875a942-0597-4a4b-a1b2-332adbec050d;6968;CPFPaciente6958;1995-11-24;Escolaridade6958;Telefone6958;Email6958@example.com;2004-11-05;Especialidade6958;$2a$16958$beV6958g36958xTr5hcHE6958AmydX.3mX6958WmG4hb/GxTM86958/YktkxJZ.UwpaS6958;1;26;2;68;2023-11-24T22:38:11.014651600;2023-11-24T22:38:11.014651600;90
71032;Paciente4316;9cf7e5d1-e18e-4810-a605-00b68157d92a;4326;CPFPaciente4316;1997-11-24;Escolaridade4316;Telefone4316;Email4316@example.com;2012-01-30;Especialidade4316;$2a$14316$beV4316g34316xTr5hcHE4316AmydX.3mX4316WmG4hb/GxTM84316/YktkxJZ.UwpaS4316;3;23;5;33;2023-11-24T22:38:10.975662;2023-11-24T22:38:10.975662;90
54313;Paciente5908;f6c99af9-2300-47db-80b0-096200a5f698;5918;CPFPaciente5908;1995-11-24;Escolaridade5908;Telefone5908;Email5908@example.com;2007-09-21;Especialidade5908;$2a$15908$beV5908g35908xTr5hcHE5908AmydX.3mX5908WmG4hb/GxTM85908/YktkxJZ.UwpaS5908;2;22;3;54;2023-11-24T22:38:10.999652700;2023-11-24T22:38:10.999652700;90
32272;Paciente6471;10e7547d-c499-4655-b34a-45447647b394;6481;CPFPaciente6471;2002-11-24;Escolaridade6471;Telefone6471;Email6471@example.com;2006-03-07;Especialidade6471;$2a$16471$beV6471g36471xTr5hcHE6471AmydX.3mX6471WmG4hb/GxTM86471/YktkxJZ.UwpaS6471;3;22;8;49;2023-11-24T22:38:11.009650100;2023-11-24T22:38:11.009650100;90
44858;Paciente8545;617641d9-5263-4fec-9eab-f88c65671b44;8555;CPFPaciente8545;1998-11-24;Escolaridade8545;Telefone8545;Email8545@example.com;2000-07-02;Especialidade8545;$2a$18545$beV8545g38545xTr5hcHE8545AmydX.3mX8545WmG4hb/GxTM88545/YktkxJZ.UwpaS8545;1;19;6;19;2023-11-24T22:38:11.034663;2023-11-24T22:38:11.034663;90
70262;Paciente4366;1f42a207-1fed-44e3-8c3d-f163263420c6;4376;CPFPaciente4366;2007-11-24;Escolaridade4366;Telefone4366;Email4366@example.com;2011-12-11;Especialidade4366;$2a$14366$beV4366g34366xTr5hcHE4366AmydX.3mX4366WmG4hb/GxTM84366/YktkxJZ.UwpaS4366;1;18;7;32;2023-11-24T22:38:10.976651200;2023-11-24T22:38:10.976651200;90
74608;Paciente2526;a30e7fbd-c64c-4d1f-8118-ab84ccde5574;2536;CPFPaciente2526;2017-11-24;Escolaridade2526;Telefone2526;Email2526@example.com;2016-12-24;Especialidade2526;$2a$12526$beV2526g32526xTr5hcHE2526AmydX.3mX2526WmG4hb/GxTM82526/YktkxJZ.UwpaS2526;2;18;7;36;2023-11-24T22:38:10.942651800;2023-11-24T22:38:10.942651800;90
9911;Paciente2465;0775d969-5e49-4c60-8d31-9901a33fe432;2475;CPFPaciente2465;2018-11-24;Escolaridade2465;Telefone2465;Email2465@example.com;2017-02-23;Especialidade2465;$2a$12465$beV2465g32465xTr5hcHE2465AmydX.3mX2465WmG4hb/GxTM82465/YktkxJZ.UwpaS2465;1;17;7;3;2023-11-24T22:38:10.941654500;2023-11-24T22:38:10.941654500;90
39769;Paciente3099;4c908872-48fe-47fb-8830-5776214be681;3109;CPFPaciente3099;2014-11-24;Escolaridade3099;Telefone3099;Email3099@example.com;2015-05-31;Especialidade3099;$2a$13099$beV3099g33099xTr5hcHE3099AmydX.3mX3099WmG4hb/GxTM83099/YktkxJZ.UwpaS3099;3;16;8;34;2023-11-24T22:38:10.956704800;2023-11-24T22:38:10.956704800;90
23055;Paciente2585;7a63c119-5057-4112-8085-a0dd20a510ea;2595;CPFPaciente2585;2018-11-24;Escolaridade2585;Telefone2585;Email2585@example.com;2016-10-26;Especialidade2585;$2a$12585$beV2585g32585xTr5hcHE2585AmydX.3mX2585WmG4hb/GxTM82585/YktkxJZ.UwpaS2585;1;16;3;52;2023-11-24T22:38:10.944650100;2023-11-24T22:38:10.944650100;90
63353;Paciente7350;537df4a0-ddd3-46cc-aee2-49453e1985d8;7360;CPFPaciente7350;2023-11-24;Escolaridade7350;Telefone7350;Email7350@example.com;2003-10-10;Especialidade7350;$2a$17350$beV7350g37350xTr5hcHE7350AmydX.3mX7350WmG4hb/GxTM87350/YktkxJZ.UwpaS7350;3;15;2;35;2023-11-24T22:38:11.018651100;2023-11-24T22:38:11.018651100;90
24243;Paciente4706;6f8af216-43a2-458c-9222-3d8629a112cb;4716;CPFPaciente4706;1997-11-24;Escolaridade4706;Telefone4706;Email4706@example.com;2011-01-05;Especialidade4706;$2a$14706$beV4706g34706xTr5hcHE4706AmydX.3mX4706WmG4hb/GxTM84706/YktkxJZ.UwpaS4706;2;15;4;34;2023-11-24T22:38:10.980652100;2023-11-24T22:38:10.980652100;90
67503;Paciente1135;2a94e51b-6bac-4b9a-97d2-7f25e08195d5;1145;CPFPaciente1135;1998-11-24;Escolaridade1135;Telefone1135;Email1135@example.com;2020-10-15;Especialidade1135;$2a$11135$beV1135g31135xTr5hcHE1135AmydX.3mX1135WmG4hb/GxTM81135/YktkxJZ.UwpaS1135;2;14;7;28;2023-11-24T22:38:10.884987600;2023-11-24T22:38:10.884987600;90
70981;Paciente818;536e84f7-f4e9-4044-9b8d-7d5e30a680c8;828;CPFPaciente818;2015-11-24;Escolaridade818;Telefone818;Email818@example.com;2021-08-28;Especialidade818;$2a$1818$beV818g3818xTr5hcHE818AmydX.3mX818WmG4hb/GxTM8818/YktkxJZ.UwpaS818;2;14;2;68;2023-11-24T22:38:10.861991100;2023-11-24T22:38:10.861991100;90
49066;Paciente9717;38343338-93b5-4ae9-a067-fe752ac1af7a;9727;CPFPaciente9717;1996-11-24;Escolaridade9717;Telefone9717;Email9717@example.com;1997-04-17;Especialidade9717;$2a$19717$beV9717g39717xTr5hcHE9717AmydX.3mX9717WmG4hb/GxTM89717/YktkxJZ.UwpaS9717;3;12;8;47;2023-11-24T22:38:11.051219;2023-11-24T22:38:11.051219;90
8630;Paciente1067;30ee93a2-d150-41ea-8c18-8f3b34ae2734;1077;CPFPaciente1067;2006-11-24;Escolaridade1067;Telefone1067;Email1067@example.com;2020-12-22;Especialidade1067;$2a$11067$beV1067g31067xTr5hcHE1067AmydX.3mX1067WmG4hb/GxTM81067/YktkxJZ.UwpaS1067;1;12;5;33;2023-11-24T22:38:10.881991400;2023-11-24T22:38:10.881991400;90
20656;Paciente9416;f4d522e8-45b3-4212-b810-ed9bda8227fd;9426;CPFPaciente9416;1997-11-24;Escolaridade9416;Telefone9416;Email9416@example.com;1998-02-12;Especialidade9416;$2a$19416$beV9416g39416xTr5hcHE9416AmydX.3mX9416WmG4hb/GxTM89416/YktkxJZ.UwpaS9416;1;12;7;53;2023-11-24T22:38:11.047223500;2023-11-24T22:38:11.047223500;90
55634;Paciente2804;954dbf2a-e6d4-4210-9471-d7827d17739d;2814;CPFPaciente2804;2009-11-24;Escolaridade2804;Telefone2804;Email2804@example.com;2016-03-21;Especialidade2804;$2a$12804$beV2804g32804xTr5hcHE2804AmydX.3mX2804WmG4hb/GxTM82804/YktkxJZ.UwpaS2804;2;8;7;67;2023-11-24T22:38:10.950649800;2023-11-24T22:38:10.950649800;90
26102;Paciente396;8d3f7a32-9f6d-4fe5-a41c-e28cd6cb97e3;406;CPFPaciente396;2017-11-24;Escolaridade396;Telefone396;Email396@example.com;2022-10-24;Especialidade396;$2a$1396$beV396g3396xTr5hcHE396AmydX.3mX396WmG4hb/GxTM8396/YktkxJZ.UwpaS396;1;7;7;94;2023-11-24T22:38:10.832402800;2023-11-24T22:38:10.832402800;90
89813;Paciente1324;e869af17-9c66-4da9-bdda-51a14e0aea6e;1334;CPFPaciente1324;2019-11-24;Escolaridade1324;Telefone1324;Email1324@example.com;2020-04-09;Especialidade1324;$2a$11324$beV1324g31324xTr5hcHE1324AmydX.3mX1324WmG4hb/GxTM81324/YktkxJZ.UwpaS1324;2;7;2;91;2023-11-24T22:38:10.895992800;2023-11-24T22:38:10.895992800;90
97635;Paciente5;ae525809-baf8-4bc8-9b55-5eb04a8afbed;15;CPFPaciente5;2018-11-24;Escolaridade5;Telefone5;Email5@example.com;2023-11-19;Especialidade5;$2a$15$beV5g35xTr5hcHE5AmydX.3mX5WmG4hb/GxTM85/YktkxJZ.UwpaS5;1;6;6;60;2023-11-24T22:38:10.775378300;2023-11-24T22:38:10.775378300;90
68384;Paciente5549;da17c04b-1f76-4840-85c1-439d836ac8d9;5559;CPFPaciente5549;1994-11-24;Escolaridade5549;Telefone5549;Email5549@example.com;2008-09-14;Especialidade5549;$2a$15549$beV5549g35549xTr5hcHE5549AmydX.3mX5549WmG4hb/GxTM85549/YktkxJZ.UwpaS5549;2;6;2;58;2023-11-24T22:38:10.995650500;2023-11-24T22:38:10.995650500;90
94560;Paciente8162;679034e8-83a3-44a4-b692-629faa60c343;8172;CPFPaciente8162;2021-11-24;Escolaridade8162;Telefone8162;Email8162@example.com;2001-07-20;Especialidade8162;$2a$18162$beV8162g38162xTr5hcHE8162AmydX.3mX8162WmG4hb/GxTM88162/YktkxJZ.UwpaS8162;2;6;6;14;2023-11-24T22:38:11.030661100;2023-11-24T22:38:11.030661100;90
45902;Paciente4761;70d37a19-36af-4713-9ae7-04a9f1985001;4771;CPFPaciente4761;2002-11-24;Escolaridade4761;Telefone4761;Email4761@example.com;2010-11-11;Especialidade4761;$2a$14761$beV4761g34761xTr5hcHE4761AmydX.3mX4761WmG4hb/GxTM84761/YktkxJZ.UwpaS4761;2;5;9;27;2023-11-24T22:38:10.981652200;2023-11-24T22:38:10.981652200;90
66770;Paciente7808;6df5ba31-fc71-4c05-8c9c-837489ad06ff;7818;CPFPaciente7808;2015-11-24;Escolaridade7808;Telefone7808;Email7808@example.com;2002-07-09;Especialidade7808;$2a$17808$beV7808g37808xTr5hcHE7808AmydX.3mX7808WmG4hb/GxTM87808/YktkxJZ.UwpaS7808;1;5;6;53;2023-11-24T22:38:11.026660700;2023-11-24T22:38:11.026660700;90
60364;Paciente4563;bb917408-92e4-4a1a-bf95-edd502ae5422;4573;CPFPaciente4563;2020-11-24;Escolaridade4563;Telefone4563;Email4563@example.com;2011-05-28;Especialidade4563;$2a$14563$beV4563g34563xTr5hcHE4563AmydX.3mX4563WmG4hb/GxTM84563/YktkxJZ.UwpaS4563;3;4;9;32;2023-11-24T22:38:10.978652;2023-11-24T22:38:10.978652;90
657;Paciente7818;964a2c0e-430c-4024-b076-6bae86aadf10;7828;CPFPaciente7818;2005-11-24;Escolaridade7818;Telefone7818;Email7818@example.com;2002-06-29;Especialidade7818;$2a$17818$beV7818g37818xTr5hcHE7818AmydX.3mX7818WmG4hb/GxTM87818/YktkxJZ.UwpaS7818;2;99;6;60;2023-11-24T22:38:11.026660700;2023-11-24T22:38:11.026660700;89
85999;Paciente6409;597e38bb-798f-474f-a0b5-20decc6d02bf;6419;CPFPaciente6409;2004-11-24;Escolaridade6409;Telefone6409;Email6409@example.com;2006-05-08;Especialidade6409;$2a$16409$beV6409g36409xTr5hcHE6409AmydX.3mX6409WmG4hb/GxTM86409/YktkxJZ.UwpaS6409;3;97;4;2;2023-11-24T22:38:11.008665200;2023-11-24T22:38:11.008665200;89
13499;Paciente6915;ebda7ebe-4cf0-4072-8751-8f892ab242bc;6925;CPFPaciente6915;2008-11-24;Escolaridade6915;Telefone6915;Email6915@example.com;2004-12-18;Especialidade6915;$2a$16915$beV6915g36915xTr5hcHE6915AmydX.3mX6915WmG4hb/GxTM86915/YktkxJZ.UwpaS6915;1;93;8;67;2023-11-24T22:38:11.014651600;2023-11-24T22:38:11.014651600;89
62506;Paciente4065;07750320-4ec7-423b-a059-1d1205b22d2e;4075;CPFPaciente4065;2008-11-24;Escolaridade4065;Telefone4065;Email4065@example.com;2012-10-07;Especialidade4065;$2a$14065$beV4065g34065xTr5hcHE4065AmydX.3mX4065WmG4hb/GxTM84065/YktkxJZ.UwpaS4065;2;92;3;10;2023-11-24T22:38:10.969652800;2023-11-24T22:38:10.969652800;89
